href,item_href,stem,suffix,base_url,folder,product_id,start_date,first_scantime,end_scantime,orbital_nbr,create_datetime,data_origin,data_domain,vflag_file,vflag_href
./SVDNB_npp_d20180901_t0424140_e0429544_b35466_c20180901082955331803_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0424140_e0429544_b35466_c20180901082955331803_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0424140_e0429544_b35466_c20180901082955331803_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0424140,0429544,35466,20180901082955331803,nobc,ops,npp_d20180901_t0424140_e0429544_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0424140_e0429544_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0429556_e0435360_b35466_c20180901083536390289_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0429556_e0435360_b35466_c20180901083536390289_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0429556_e0435360_b35466_c20180901083536390289_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0429556,0435360,35466,20180901083536390289,nobc,ops,npp_d20180901_t0429556_e0435360_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0429556_e0435360_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0435372_e0441176_b35466_c20180901084117477936_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0435372_e0441176_b35466_c20180901084117477936_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0435372_e0441176_b35466_c20180901084117477936_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0435372,0441176,35466,20180901084117477936,nobc,ops,npp_d20180901_t0435372_e0441176_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0435372_e0441176_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0441189_e0446575_b35466_c20180901084659685026_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0441189_e0446575_b35466_c20180901084659685026_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0441189_e0446575_b35466_c20180901084659685026_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0441189,0446575,35466,20180901084659685026,nobc,ops,npp_d20180901_t0441189_e0446575_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0441189_e0446575_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0446587_e0452391_b35466_c20180901085240615997_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0446587_e0452391_b35466_c20180901085240615997_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0446587_e0452391_b35466_c20180901085240615997_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0446587,0452391,35466,20180901085240615997,nobc,ops,npp_d20180901_t0446587_e0452391_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0446587_e0452391_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0452403_e0458207_b35466_c20180901085821685804_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0452403_e0458207_b35466_c20180901085821685804_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0452403_e0458207_b35466_c20180901085821685804_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0452403,0458207,35466,20180901085821685804,nobc,ops,npp_d20180901_t0452403_e0458207_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0452403_e0458207_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0458219_e0504023_b35466_c20180901090403757076_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0458219_e0504023_b35466_c20180901090403757076_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0458219_e0504023_b35466_c20180901090403757076_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0458219,0504023,35466,20180901090403757076,nobc,ops,npp_d20180901_t0458219_e0504023_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0458219_e0504023_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0504036_e0509440_b35466_c20180901090944981919_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0504036_e0509440_b35466_c20180901090944981919_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0504036_e0509440_b35466_c20180901090944981919_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0504036,0509440,35466,20180901090944981919,nobc,ops,npp_d20180901_t0504036_e0509440_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0504036_e0509440_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0509452_e0515256_b35466_c20180901091625030908_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0509452_e0515256_b35466_c20180901091625030908_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0509452_e0515256_b35466_c20180901091625030908_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0509452,0515256,35466,20180901091625030908,nobc,ops,npp_d20180901_t0509452_e0515256_b35466.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0509452_e0515256_b35466.vflag.co.tif
./SVDNB_npp_d20180901_t0606396_e0612200_b35467_c20180901101220796262_nobc_ops.rade9.co.json,https://globalnightlight.s3.amazonaws.com/npp_201809/SVDNB_npp_d20180901_t0606396_e0612200_b35467_c20180901101220796262_nobc_ops.rade9.co.json,SVDNB_npp_d20180901_t0606396_e0612200_b35467_c20180901101220796262_nobc_ops,rade9.co.json,https://globalnightlight.s3.amazonaws.com,npp_201809,SVDNB_npp,20180901,0606396,0612200,35467,20180901101220796262,nobc,ops,npp_d20180901_t0606396_e0612200_b35467.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/npp_201809/npp_d20180901_t0606396_e0612200_b35467.vflag.co.tif
